call_id,call_ts,caller_lat,caller_lon,location_text,category,jurisdiction,response_ts,response_outcome,response_time_min,is_festival
5b0e194d-9a7e-447f-9241-8724478c49f7,2024-10-05 12:54:43,15.397625,73.867439,Vasco - near landmark 153,women_safety,Vasco,2024-10-05 13:02:43,resolved,4.0,1
aa6ec07c-15f8-4f7b-8b51-c84a3c7c8a12,2025-02-12 10:42:18,15.189074,74.119211,Quepem - near landmark 175,accident,Quepem,2025-02-12 10:45:18,resolved,5.0,0
240a0e75-245e-44ee-94bc-c9750e0bcee1,2025-06-08 23:45:24,15.39731,74.022813,Ponda - near landmark 29,accident,Ponda,2025-06-08 23:49:24,resolved,1.0,0
2c7cfb3b-dd58-440e-82e1-8887b3b15fae,2025-01-09 05:22:30,15.213211,74.092345,Quepem - near landmark 129,other,Quepem,2025-01-09 05:28:30,pending,4.0,0
50c8417f-fb67-499f-8909-354e1569a0db,2025-07-10 18:45:28,15.431362,74.021963,Ponda - near landmark 40,medical,Ponda,2025-07-10 19:00:28,escalated,14.0,0
44249f01-6451-4190-b5ac-a223f9fa3d24,2025-02-09 10:53:06,15.206667,74.006938,Curchorem - near landmark 136,crime,Curchorem,,resolved,,0
e5a5eb34-d2d7-4786-985c-26e2d350436a,2025-05-07 18:19:25,15.296784,73.970932,Margao - near landmark 62,crime,Margao,2025-05-07 18:22:25,resolved,1.0,0
4b6a88a6-4307-4597-baff-72c7604b820c,2024-10-09 22:39:26,15.298266,73.952819,Margao - near landmark 18,other,Margao,2024-10-09 22:45:26,resolved,1.0,0
c24e0035-3ba4-40bf-b644-b97cb8efa15d,2025-04-12 02:56:12,15.455286,73.825737,Vasco - near landmark 68,accident,Vasco,2025-04-12 03:03:12,resolved,7.0,0
7ad4c34b-be75-482f-8c29-b1a8b95e93d7,2025-04-10 04:01:54,14.932495,74.028807,Canacona - near landmark 139,crime,Canacona,,resolved,,0
902c0adb-4948-4bc5-ba56-ecfb3c3d9570,2025-07-07 13:20:14,15.594329,73.861646,Mapusa - near landmark 172,crime,Mapusa,2025-07-07 13:37:14,resolved,13.0,0
8007a097-eca2-4940-ad77-62569efe3921,2025-05-27 15:03:29,15.201179,74.062285,Curchorem - near landmark 58,crime,Curchorem,2025-05-27 15:21:29,resolved,17.0,0
49a59f19-cf5f-4cfa-a82e-04432ba51194,2024-10-12 22:31:12,15.243484,73.985944,Curchorem - near landmark 2,women_safety,Curchorem,2024-10-12 22:33:12,pending,1.0,1
2f2ccda4-405b-4cc6-960b-487bbb6232c1,2025-05-20 18:03:41,15.493207,73.798084,Panaji - near landmark 132,crime,Panaji,2025-05-20 18:06:41,resolved,4.0,0
68253169-7b31-47cf-ad6b-faaa7409739e,2024-12-18 21:07:10,15.55358,73.854657,Mapusa - near landmark 63,medical,Mapusa,2024-12-18 21:21:10,resolved,9.0,0
2ce6dca5-968c-4b3f-b6d7-dd8a31dcfcbf,2025-07-18 22:56:19,14.955259,74.003502,Canacona - near landmark 169,other,Canacona,2025-07-18 23:02:19,escalated,7.0,0
13b65509-6a75-462c-bd7a-ea6c57d0c4cb,2025-03-03 15:26:37,15.007106,73.990074,Canacona - near landmark 173,medical,Canacona,2025-03-03 15:38:37,resolved,14.0,0
0e8eaab6-265a-4aaf-9be6-07e563a46f40,2025-05-26 21:35:14,15.726175,73.944396,Bicholim - near landmark 64,accident,Bicholim,2025-05-26 21:48:14,resolved,14.0,0
90615968-0af7-4b4e-be36-4b42c6ac91cf,2024-11-30 21:30:16,15.414358,73.82941,Vasco - near landmark 119,fire,Vasco,2024-11-30 21:41:16,resolved,9.0,1
e5914f11-a879-4abb-8d43-b5b17a498b3b,2025-09-10 22:12:52,15.324412,73.971892,Margao - near landmark 24,crime,Margao,2025-09-10 22:12:52,resolved,2.0,0
ffe24c89-de2e-4e48-b13e-c0827a059eae,2025-08-12 21:10:23,15.246873,74.130815,Quepem - near landmark 16,women_safety,Quepem,2025-08-12 21:26:23,resolved,12.0,1
a82a48db-5b1d-4972-a5a2-66e78a478143,2024-09-18 01:50:42,15.375265,74.046858,Ponda - near landmark 74,women_safety,Ponda,2024-09-18 01:56:42,pending,1.0,0
58e4816e-0ddd-4adc-ad1b-cd0da4718dac,2025-06-27 22:33:30,15.226062,74.084904,Curchorem - near landmark 40,crime,Curchorem,2025-06-27 22:39:30,resolved,1.0,0
e33b57c4-f0cc-4892-a0ce-6b0476c4faf1,2024-11-29 18:43:55,15.709847,74.020687,Valpoi - near landmark 192,fire,Valpoi,2024-11-29 18:49:55,resolved,8.0,0
9eebd237-b0bc-41b0-b0c6-84c604b0ec50,2024-10-06 17:06:57,15.20179,74.071606,Curchorem - near landmark 15,women_safety,Curchorem,2024-10-06 17:07:57,resolved,1.0,0
dceed0cc-0509-447c-adce-31d5401361db,2024-10-18 08:26:54,15.286864,73.930973,Margao - near landmark 104,other,Margao,2024-10-18 08:46:54,no_response,19.0,1
2e423fd9-9810-4f99-bc25-e8fe37c8fbe0,2025-08-28 23:50:05,15.726296,74.04442,Valpoi - near landmark 108,crime,Valpoi,2025-08-28 23:57:05,no_response,8.0,0
0f7917f1-f8ce-4de6-a5f9-da4e623fbc19,2025-04-24 18:03:08,15.42611,73.986696,Ponda - near landmark 62,other,Ponda,2025-04-24 18:07:08,resolved,1.0,0
467f6451-5808-43a9-93c9-39cfca6fef03,2024-12-29 09:27:44,15.410323,73.974728,Ponda - near landmark 3,other,Ponda,2024-12-29 09:47:44,resolved,21.0,0
7ecb407f-bd55-4827-a06c-b6e5f5575287,2025-03-14 05:17:10,15.785888,74.024746,Valpoi - near landmark 19,fire,Valpoi,,resolved,,0
bdd941d3-1666-4926-92a4-52be566066a6,2025-04-01 20:56:33,15.320392,73.994714,Margao - near landmark 73,accident,Margao,2025-04-01 21:14:33,pending,15.0,0
fb803150-2aad-4aff-a47c-f9f4cb63f9df,2024-11-17 12:03:45,15.183283,74.043451,Curchorem - near landmark 171,medical,Curchorem,2024-11-17 12:30:45,resolved,29.0,0
b6396ad1-6703-4bb0-ba59-b6d91b91b8c7,2025-01-11 12:10:03,15.31652,73.982642,Margao - near landmark 68,other,Margao,2025-01-11 12:11:03,resolved,1.0,0
1bf28992-abbe-4e5f-8610-38bc8419930e,2024-11-01 01:37:43,15.156377,74.013439,Curchorem - near landmark 155,accident,Curchorem,2024-11-01 01:47:43,resolved,8.0,1
3c8c40ec-56a4-45da-affc-a5352033be26,2025-01-28 23:37:53,15.424488,73.963719,Ponda - near landmark 14,crime,Ponda,2025-01-28 23:40:53,resolved,1.0,0
566fb4c6-8023-43c2-9ec7-72ae190a89df,2024-10-23 02:02:22,15.393855,73.990641,Ponda - near landmark 198,women_safety,Ponda,2024-10-23 02:17:22,resolved,12.0,1
901a1810-9415-444a-8516-3e7198d6f868,2024-12-27 21:21:20,15.202767,74.008452,Curchorem - near landmark 29,women_safety,Curchorem,2024-12-27 21:36:20,no_response,17.0,0
b5936a4f-f1d6-4933-8cbf-3c6fcebb6c7a,2024-10-16 11:04:44,15.423563,73.759746,Vasco - near landmark 150,medical,Vasco,2024-10-16 11:14:44,resolved,7.0,0
a97284c1-d0c9-40d8-829f-b96ecc727ddd,2025-03-03 20:39:29,15.626224,73.933158,Bicholim - near landmark 92,crime,Bicholim,2025-03-03 20:39:29,resolved,2.0,1
28fdedd7-6d49-4b62-ac4d-17cae117b7cf,2024-12-23 03:32:28,15.699839,73.922352,Bicholim - near landmark 159,women_safety,Bicholim,2024-12-23 03:38:28,resolved,2.0,0
d97fadd9-8684-45cf-a51c-d39dbfb607ee,2025-07-05 19:23:35,15.360873,73.848036,Vasco - near landmark 46,other,Vasco,,resolved,,0
5161a333-c784-4edf-96d2-52f1aa426626,2025-08-25 13:09:00,15.448241,73.774919,Vasco - near landmark 106,accident,Vasco,2025-08-25 13:16:00,pending,4.0,0
4e43435f-3e57-42ff-a06f-2c345f021ecd,2025-08-18 19:24:57,15.613415,73.875839,Mapusa - near landmark 98,accident,Mapusa,2025-08-18 19:30:57,resolved,7.0,0
b65ce969-ed3d-44f3-bc14-eb7a01dedd30,2025-08-16 16:25:28,15.572122,73.845023,Mapusa - near landmark 90,accident,Mapusa,2025-08-16 16:31:28,resolved,1.0,0
876996ef-352e-42d3-9009-f7c90b91c1a7,2025-07-23 02:54:46,15.586899,73.856522,Mapusa - near landmark 103,accident,Mapusa,2025-07-23 03:03:46,escalated,8.0,0
3ab3c905-2780-488c-b416-65255a987f6c,2025-01-22 18:22:43,15.47434,73.982655,Ponda - near landmark 174,crime,Ponda,2025-01-22 18:40:43,resolved,14.0,0
917d4a08-c5a8-4928-ba52-3c4dfbe15b6f,2025-08-10 21:14:51,15.492994,73.816241,Panaji - near landmark 46,other,Panaji,2025-08-10 21:17:51,resolved,1.0,0
980b3413-3b59-4a09-853c-2dec3c5eb3b5,2024-12-29 22:04:53,15.021116,74.090991,Canacona - near landmark 112,other,Canacona,2024-12-29 22:08:53,resolved,1.0,0
51b3302e-632d-43a1-9b47-962107fb2b3e,2025-05-10 16:01:53,15.29633,73.944419,Margao - near landmark 66,crime,Margao,2025-05-10 16:20:53,resolved,18.0,0
a5043b82-f8e9-4dcd-9353-99b997bad4bf,2024-10-04 11:28:04,15.476964,73.810119,Panaji - near landmark 94,crime,Panaji,2024-10-04 11:47:04,resolved,18.0,0
80316c7f-169d-47d7-aa63-38607163cffb,2025-06-02 04:53:58,15.759988,74.032219,Valpoi - near landmark 185,medical,Valpoi,2025-06-02 04:54:58,resolved,2.0,0
9864513c-4af0-4b8e-8676-d6f25c34751d,2025-09-01 20:48:00,15.009003,74.049419,Canacona - near landmark 142,other,Canacona,2025-09-01 21:11:00,resolved,21.0,1
6f0ddeb1-092b-4144-bb0e-69254dfee2e2,2025-02-27 12:35:57,15.02103,74.009253,Canacona - near landmark 158,accident,Canacona,2025-02-27 12:55:57,pending,20.0,0
88f698e2-d31f-4c73-8f90-5a3fcdade752,2025-02-21 22:39:01,15.477714,73.866964,Panaji - near landmark 111,accident,Panaji,2025-02-21 22:48:01,escalated,8.0,0
0f20fda6-e043-44af-93da-8e0bd5e3958b,2025-05-10 20:15:04,15.200625,74.112696,Quepem - near landmark 131,other,Quepem,2025-05-10 20:56:04,resolved,40.0,0
1ea9bd26-1fd3-40d7-a6d9-c521865d1bb6,2025-03-20 00:10:13,15.430657,73.790319,Vasco - near landmark 132,medical,Vasco,2025-03-20 00:13:13,pending,1.0,0
1826b8c5-47e3-4a9f-8949-51dba25e2233,2025-05-15 19:41:04,15.422624,74.03095,Ponda - near landmark 38,crime,Ponda,2025-05-15 19:45:04,resolved,3.0,0
5de16a63-66ff-4769-8655-45344cbcc8f9,2024-09-26 21:25:00,15.732735,74.052254,Valpoi - near landmark 117,accident,Valpoi,2024-09-26 21:30:00,resolved,6.0,0
39b96bd1-c2ca-451d-8e14-8d7dd35d1cc6,2025-05-19 19:35:39,14.995088,74.010088,Canacona - near landmark 38,medical,Canacona,2025-05-19 19:39:39,pending,3.0,0
581ca791-859d-47ba-bfe3-c39c5b21ccbe,2025-05-30 00:39:33,15.294015,73.948969,Margao - near landmark 46,crime,Margao,2025-05-30 00:52:33,no_response,12.0,0
966d7b10-169f-4a41-a122-28688cbb0f97,2025-07-26 12:36:09,15.157957,73.985776,Curchorem - near landmark 32,medical,Curchorem,2025-07-26 12:39:09,resolved,2.0,0
7daf4a26-df0c-4ed2-b041-e708aadf1993,2025-03-13 21:17:17,15.242203,74.037327,Curchorem - near landmark 153,accident,Curchorem,,escalated,,0
d15beeae-a089-4f22-a7de-aceadcd2c6d2,2025-07-07 13:11:45,15.73243,73.992924,Valpoi - near landmark 141,crime,Valpoi,2025-07-07 13:18:45,resolved,3.0,0
80cf37cb-8231-4d43-a98a-f0166d460967,2025-03-09 09:58:17,15.189454,74.126282,Quepem - near landmark 164,medical,Quepem,2025-03-09 10:00:17,resolved,1.0,1
28c5e232-612c-4bba-93f1-3d87d095d17e,2025-07-16 06:12:37,15.596837,73.864651,Mapusa - near landmark 183,accident,Mapusa,2025-07-16 06:16:37,no_response,5.0,0
f2bb1a1a-1a89-4848-badd-b7c887074d1f,2025-01-06 20:56:05,15.66373,73.943323,Bicholim - near landmark 36,crime,Bicholim,2025-01-06 21:05:05,resolved,10.0,0
97596f16-dd39-49c2-9453-c5f2705c19ad,2024-11-14 23:35:57,15.399435,73.83544,Vasco - near landmark 107,women_safety,Vasco,2024-11-14 23:37:57,resolved,3.0,0
6a589b7d-a393-43b5-98fe-a6b681f1d7a9,2025-04-15 23:15:28,15.546699,73.85397,Panaji - near landmark 100,crime,Panaji,2025-04-15 23:30:28,resolved,11.0,0
8db59937-74a6-4378-9ffd-f2df3dd2bdf3,2025-09-03 15:27:41,15.556594,73.803551,Panaji - near landmark 123,accident,Panaji,2025-09-03 15:37:41,resolved,6.0,1
09755ee2-7a3e-431c-8074-850d20a1809d,2025-01-31 21:23:06,14.942048,74.004226,Canacona - near landmark 125,other,Canacona,2025-01-31 21:38:06,no_response,14.0,0
8a8db585-3498-4882-b7d1-9358cdaddf05,2024-12-11 21:54:48,15.501153,73.884085,Panaji - near landmark 186,accident,Panaji,2024-12-11 22:10:48,resolved,12.0,0
aac7101f-6ab6-4d6a-b97b-f3a2f8ed4988,2024-11-20 08:05:02,15.427816,73.780893,Vasco - near landmark 137,other,Vasco,,escalated,,1
3371c8ff-dab0-49f1-b879-1d5938133a97,2025-02-17 06:17:25,15.526283,73.813725,Panaji - near landmark 35,other,Panaji,2025-02-17 06:37:25,resolved,16.0,0
06fae410-6dc0-417c-83f7-abf710498c8f,2024-11-26 21:35:34,15.61708,73.933164,Bicholim - near landmark 87,accident,Bicholim,2024-11-26 21:55:34,resolved,17.0,0
40addd9d-9dbf-4570-8782-255017381813,2025-02-11 21:28:04,15.404057,74.013509,Ponda - near landmark 5,medical,Ponda,2025-02-11 21:37:04,resolved,4.0,0
ee17e028-8fc3-43f7-94da-71ab38d019f9,2024-10-07 11:13:42,15.602026,73.940209,Bicholim - near landmark 200,crime,Bicholim,2024-10-07 11:27:42,resolved,15.0,0
e5e0e05a-c730-49bb-91eb-bada9e412b2c,2024-10-02 20:59:18,15.554077,73.89093,Mapusa - near landmark 160,crime,Mapusa,2024-10-02 21:09:18,pending,12.0,1
562bac5a-9be6-4b69-b780-5ffa1a24c9f1,2024-11-05 06:13:13,15.349322,73.998479,Margao - near landmark 120,women_safety,Margao,2024-11-05 06:21:13,resolved,7.0,0
0d89c1e3-1e93-4ae8-8f90-725a4d47fed5,2025-07-12 01:45:50,15.725531,74.052147,Valpoi - near landmark 200,crime,Valpoi,2025-07-12 02:08:50,resolved,24.0,0
08638f93-1014-4efa-b0f6-2dfbdff4e8d4,2025-08-01 20:11:45,15.314235,73.994853,Margao - near landmark 148,accident,Margao,2025-08-01 20:14:45,resolved,1.0,0
56e4c789-fbd3-4a19-9b8c-7bc3003b1cbc,2025-02-09 23:52:11,15.592018,73.874126,Mapusa - near landmark 27,women_safety,Mapusa,2025-02-09 23:56:11,resolved,3.0,0
ea5b03c4-7b18-4ea0-8813-6a42d9588df0,2025-01-12 08:42:35,15.773033,73.971899,Valpoi - near landmark 89,women_safety,Valpoi,2025-01-12 08:46:35,no_response,6.0,0
c925889a-243e-461d-80b5-25fdd6c6b10e,2025-04-12 03:18:04,15.587977,73.933926,Bicholim - near landmark 4,medical,Bicholim,2025-04-12 03:26:04,resolved,5.0,0
3cb1941d-2355-42bf-84d8-6de497666e43,2025-08-13 04:22:27,15.188641,74.127598,Quepem - near landmark 163,crime,Quepem,2025-08-13 04:26:27,resolved,1.0,0
bfedc76c-cbff-4371-bf48-3b86661e8e0f,2025-03-14 18:50:12,14.98082,74.055654,Canacona - near landmark 158,medical,Canacona,2025-03-14 18:55:12,resolved,3.0,0
79f9bab9-0ecf-4d9d-91e2-256305bd4256,2025-04-14 05:53:26,15.17663,74.100692,Quepem - near landmark 83,crime,Quepem,2025-04-14 05:57:26,resolved,2.0,0
db1553b5-9af4-407c-9d3b-77e7a58008bb,2025-08-14 18:17:51,15.400689,73.981043,Ponda - near landmark 193,accident,Ponda,2025-08-14 18:26:51,resolved,8.0,0
1fe660ce-fe1a-49e3-914f-3f8508b5f186,2025-05-12 06:27:33,15.581516,73.915608,Bicholim - near landmark 47,other,Bicholim,2025-05-12 06:45:33,escalated,15.0,0
0ee2215d-1803-4ca4-9fb3-0b295d22af0c,2025-03-25 20:03:01,15.64663,73.929971,Bicholim - near landmark 143,medical,Bicholim,2025-03-25 20:06:01,resolved,1.0,1
51883535-b175-4ae1-98a1-a214b1f2a2e4,2024-11-30 23:31:49,15.000085,74.018748,Canacona - near landmark 177,women_safety,Canacona,2024-11-30 23:33:49,resolved,1.0,0
71687fa4-9389-4bbd-a3bf-ac210ff0d389,2025-06-20 16:36:27,15.540249,73.820329,Panaji - near landmark 104,crime,Panaji,2025-06-20 16:55:27,escalated,18.0,0
3f1e4dec-0ae0-4a59-9e09-c7b99baa1956,2025-06-12 23:40:45,15.703362,74.115366,Valpoi - near landmark 109,crime,Valpoi,2025-06-13 00:04:45,resolved,21.0,0
898f2273-70ac-43ca-9e7f-327e441fa29c,2025-07-03 22:22:39,15.601807,73.942704,Bicholim - near landmark 79,accident,Bicholim,2025-07-03 22:30:39,resolved,6.0,0
f38feea9-10e7-4846-92c4-86ceac7dc895,2024-12-23 23:00:27,15.598666,73.833203,Mapusa - near landmark 50,crime,Mapusa,2024-12-23 23:01:27,escalated,1.0,0
59b62c7b-07af-4441-8950-f96c99924707,2024-12-10 06:36:23,15.454514,74.038549,Ponda - near landmark 26,medical,Ponda,2024-12-10 06:39:23,resolved,1.0,0
4d88d103-71e9-42c5-b39b-7f26e8303632,2025-08-06 19:24:51,15.649901,73.982294,Bicholim - near landmark 182,accident,Bicholim,2025-08-06 19:34:51,resolved,12.0,0
d995fe47-c9b3-4280-a913-8a69185aaeed,2025-01-01 18:31:20,15.175131,73.986516,Curchorem - near landmark 164,medical,Curchorem,2025-01-01 18:32:20,no_response,1.0,0
722cd3d1-d296-4757-bc39-c9411822d361,2025-08-20 12:24:02,15.316139,73.921143,Margao - near landmark 121,crime,Margao,2025-08-20 12:41:02,resolved,15.0,0
2b286c6b-7663-472a-9597-96b07e73fafc,2025-01-27 18:21:54,15.384381,73.997486,Ponda - near landmark 30,crime,Ponda,2025-01-27 18:27:54,escalated,1.0,0
db4c574d-b3d5-464b-86a3-be52d551bda7,2025-08-02 21:25:43,15.271545,73.964556,Margao - near landmark 39,accident,Margao,2025-08-02 21:24:43,no_response,1.0,1
006cc3b0-a495-4ab5-a5f7-dd0b091a7d94,2025-04-23 19:48:02,15.280732,73.935873,Margao - near landmark 31,other,Margao,,resolved,,0
d600e5cd-8443-4110-bba9-2d473e0c86f6,2025-04-21 23:22:23,15.741207,74.038028,Valpoi - near landmark 199,other,Valpoi,2025-04-21 23:24:23,resolved,1.0,0
ebfab16a-fafc-4c67-9f0a-5065e88d8072,2025-04-08 04:29:04,15.140818,74.132901,Quepem - near landmark 79,medical,Quepem,2025-04-08 04:35:04,resolved,2.0,0
105ae011-1a2d-467f-8b72-1a94311ea0b9,2025-04-26 01:45:58,15.702939,73.974174,Valpoi - near landmark 26,crime,Valpoi,,resolved,,0
0140a79f-47f0-47f0-8d65-4770d82e1b2c,2025-07-10 19:58:50,15.423058,73.962254,Ponda - near landmark 62,crime,Ponda,2025-07-10 20:35:50,resolved,37.0,0
85751b72-808e-4961-9962-1cfcfd152861,2024-11-23 17:48:54,15.35037,73.794688,Vasco - near landmark 177,crime,Vasco,2024-11-23 17:59:54,no_response,6.0,0
7bec0f18-64cf-4e9c-b136-9fc61d4450c2,2025-01-08 20:29:20,15.434089,73.994793,Ponda - near landmark 19,accident,Ponda,2025-01-08 20:50:20,resolved,16.0,0
24efed0b-0cbd-4fa2-b1c9-7629c58908ba,2025-06-11 20:38:50,15.756149,73.948851,Valpoi - near landmark 109,accident,Valpoi,2025-06-11 20:40:50,escalated,1.0,0
9eb04d2a-7376-424d-b2e3-daedec962c98,2024-10-31 19:32:53,15.409834,73.80238,Vasco - near landmark 19,other,Vasco,2024-10-31 19:51:53,pending,19.0,1
2e1969cb-edc1-4f83-845e-702f20f97247,2025-07-22 23:35:21,15.780404,74.033128,Valpoi - near landmark 32,accident,Valpoi,2025-07-22 23:44:21,resolved,4.0,0
04f90cc8-a111-4d02-859b-19165abab234,2025-03-18 06:20:14,14.994534,74.01437,Canacona - near landmark 113,women_safety,Canacona,2025-03-18 06:26:14,escalated,1.0,1
61c01d34-46c0-41ac-9ebc-8e400914ba10,2024-10-02 17:17:05,15.660823,73.972636,Bicholim - near landmark 24,accident,Bicholim,2024-10-02 17:19:05,resolved,4.0,1
8b87394b-1dc9-4c93-b43c-aba0b36d6982,2025-06-06 02:40:18,15.676876,74.012455,Valpoi - near landmark 196,medical,Valpoi,2025-06-06 02:39:18,escalated,1.0,0
8b185a7d-2197-4571-aad4-ff458a7a1f37,2025-06-05 07:52:26,15.733482,74.047882,Valpoi - near landmark 121,other,Valpoi,2025-06-05 07:53:26,resolved,1.0,0
cad7d396-fb45-40b8-b331-5460bcf2ba43,2025-04-06 18:50:56,15.359542,74.046413,Ponda - near landmark 163,crime,Ponda,2025-04-06 19:09:56,resolved,15.0,0
779d8185-51a0-45db-b32e-95a201195785,2025-07-30 11:04:06,15.32532,73.968556,Margao - near landmark 86,crime,Margao,2025-07-30 11:20:06,resolved,12.0,0
74c72fe5-5c28-4fd8-b26b-16063edbe08e,2025-01-19 22:14:07,15.42361,73.794817,Vasco - near landmark 74,crime,Vasco,2025-01-19 22:44:07,escalated,25.0,0
48d8d30e-b94f-4c3a-8d3a-0bece0f2dbba,2025-06-01 13:28:54,15.213461,74.059126,Curchorem - near landmark 81,crime,Curchorem,2025-06-01 13:31:54,pending,4.0,0
a0c77713-ce38-4d14-a677-e3e6a04f2c3e,2024-12-24 21:17:00,15.193304,73.998637,Curchorem - near landmark 169,medical,Curchorem,2024-12-24 21:18:00,resolved,3.0,0
9e9b4e55-2fe2-4252-ab85-21176bcc4802,2025-08-20 20:50:52,14.966121,74.053088,Canacona - near landmark 160,medical,Canacona,2025-08-20 21:07:52,resolved,14.0,0
961311c0-265d-4acc-a063-2cd17dd8a990,2025-05-18 02:59:15,15.467686,73.79046,Panaji - near landmark 74,crime,Panaji,2025-05-18 03:10:15,resolved,11.0,0
416259b3-dee6-40b8-98fd-c19c0fcdd191,2025-03-06 09:17:36,15.215967,74.136231,Quepem - near landmark 182,crime,Quepem,2025-03-06 09:27:36,resolved,9.0,1
e17abeaf-076b-412b-8e9a-f26343022e54,2025-04-19 21:56:50,15.361273,73.966977,Margao - near landmark 119,crime,Margao,2025-04-19 22:22:50,escalated,27.0,0
8317e10f-4dc7-4efd-89aa-2cd6eee5f405,2024-11-01 20:37:09,15.416408,73.796786,Vasco - near landmark 131,women_safety,Vasco,2024-11-01 20:49:09,resolved,10.0,0
6aa72961-40f1-4914-b928-56e1b8aa0f06,2025-02-25 14:24:22,15.238696,74.101264,Quepem - near landmark 99,other,Quepem,2025-02-25 14:34:22,resolved,10.0,1
619212b2-0bbe-4456-aeaa-3bcd18364e74,2025-05-08 00:21:34,15.422132,73.822172,Vasco - near landmark 198,women_safety,Vasco,2025-05-08 00:38:34,resolved,15.0,0
e2ce6263-97ad-4e50-8ad7-1956dc0d13d9,2025-07-21 01:08:48,15.64526,73.923794,Bicholim - near landmark 1,medical,Bicholim,2025-07-21 01:21:48,escalated,11.0,0
66eaef07-7851-4fcd-9a17-fb156938ea7f,2025-01-05 02:00:21,15.663378,73.984301,Valpoi - near landmark 39,medical,Valpoi,2025-01-05 02:06:21,resolved,1.0,0
6526eeb2-b5da-441e-a8e8-3699aa13ccac,2025-03-09 15:52:44,15.642212,73.891506,Bicholim - near landmark 117,crime,Bicholim,2025-03-09 16:05:44,resolved,9.0,0
b3f7f0d0-d2b3-4a9d-a5e4-87fde8a63032,2025-08-20 23:01:50,15.560526,73.845672,Mapusa - near landmark 199,women_safety,Mapusa,2025-08-20 23:14:50,resolved,12.0,0
8c4e0c31-a920-4446-957c-bb0bcfbbf78c,2025-01-18 19:22:25,14.974633,73.993804,Canacona - near landmark 127,crime,Canacona,2025-01-18 19:32:25,resolved,10.0,0
dd759320-90d8-4125-8ac1-105e26d792e6,2024-10-01 22:48:12,15.654748,73.937018,Bicholim - near landmark 26,crime,Bicholim,2024-10-01 23:02:12,escalated,9.0,0
226e3c16-9e30-44c6-8199-32692ecb55fc,2025-03-13 19:38:02,14.96549,74.010594,Canacona - near landmark 20,crime,Canacona,2025-03-13 20:13:02,resolved,35.0,0
